title_supplier,artist,title_norm,author_norm,title_ref,author,author_norm_supplier,author_norm_ref,provider,file
GANGORRA,LÉO RIBEIRO E PYRANY,gangorra,,GANGORRA,T-040.511.906-3,leo ribeiro e pyrany,t-040.511.906-3,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
GANGORRA,LÉO RIBEIRO E PYRANY,gangorra,,GANGORRA,,leo ribeiro e pyrany,,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
MARIA,PADRE ANTONIO MARIA,maria,,MARIA,T-307.006.304-2,padre antonio maria,t-307.006.304-2,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
MARIA,PADRE ANTONIO MARIA,maria,,MARIA,T-311.953.638-4,padre antonio maria,t-311.953.638-4,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
CHEGA,LEO BUENO E JÚLIO CÉSAR,chega,,CHÊGA,T-312.562.445-1,leo bueno e julio cesar,t-312.562.445-1,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
PESADELO,TOSTÃO SANFONEIRO E RAFAELA,pesadelo,,PESADELO,T-302.808.509-4,tostao sanfoneiro e rafaela,t-302.808.509-4,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
SAUDADE,SÁVIO E GUSTAVO,saudade,,SAUDADE,T-306.509.964-7,savio e gustavo,t-306.509.964-7,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
SAUDADE,SÁVIO E GUSTAVO,saudade,,SAUDADE,T-039.751.632-3,savio e gustavo,t-039.751.632-3,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
SAUDADE,SÁVIO E GUSTAVO,saudade,,SAUDADE,,savio e gustavo,,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
SAUDADE,SÁVIO E GUSTAVO,saudade,,SAUDADE,T-305.264.938-0,savio e gustavo,t-305.264.938-0,Tv Aparecida Unificado  Dez 2023 jan mar 2024,Tv Aparecida Unificado  Dez 2023 jan mar 2024.xlsx
ABISMO,MANU BAHTIDÃO,abismo,,ABISMO,T-303.016.284-2,manu bahtidao,t-303.016.284-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ABISMO,MANU BAHTIDÃO,abismo,,ABISMO,T-315.588.616-7,manu bahtidao,t-315.588.616-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ANOITECEU,ASSIS VALENTE,anoiteceu,,ANOITECEU,T-311.955.867-3,assis valente,t-311.955.867-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
HEY JOE,ULTRAJE A RIGOR,hey joe,,HEY JOE,T-310.669.168-9,ultraje a rigor,t-310.669.168-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
NEGA,NOVA BANDA DO RATINHO,nega,,NEGA,T-305.218.709-0,nova banda do ratinho,t-305.218.709-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,VALESKA POPOZUDA,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,valeska popozuda,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
NOITE,NILSINHO E CESAR MENOTTI,noite,,NOITE,T-306.926.957-0,nilsinho e cesar menotti,t-306.926.957-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DIANA,NOVA BANDA DO RATINHO,diana,,DIANA,,nova banda do ratinho,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SEBASTIANA,NOVA BANDA DO RATINHO,sebastiana,,SEBASTIANA,,nova banda do ratinho,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SEM SENTIMENTO,MC DESIRRE,sem sentimento,,SEM SENTIMENTO,,mc desirre,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SEM SENTIMENTO,MC DESIRRE,sem sentimento,,SEM SENTIMENTO,T-323.105.005-4,mc desirre,t-323.105.005-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DOMINGO,TITÃS,domingo,,DOMINGO,T-307.003.485-0,titas,t-307.003.485-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DOMINGO,TITÃS,domingo,,DOMINGO,T-301.991.455-3,titas,t-301.991.455-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CORAÇÃO,LUZ/GIL FERRAZ/NATASCHA PIVA,coracao,,CORAÇÃO,,luz/gil ferraz/natascha piva,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DO LADO DE CÁ,LEANDRO LOURENÇO SALERNO,do lado de ca,,DO LADO DE CÁ,,leandro lourenco salerno,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FELICIDADE,SEU JORGE,felicidade,,FELICIDADE,,seu jorge,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CINDERELA,ANGELA MARIA,cinderela,,CINDERELA,T-039.134.790-2,angela maria,t-039.134.790-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CINDERELA,ANGELA MARIA,cinderela,,CINDERELA,T-040.453.901-0,angela maria,t-040.453.901-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,NOVA BANDA DO RATINHO,malvada,,MALVADA,T-303.019.880-8,nova banda do ratinho,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,NOVA BANDA DO RATINHO,malvada,,MALVADA,,nova banda do ratinho,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,NOVA BANDA DO RATINHO,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,nova banda do ratinho,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
AQUELAS COISAS,NOVA BANDA DO RATINHO,aquelas coisas,,AQUELAS COISAS,T-317.817.145-0,nova banda do ratinho,t-317.817.145-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VIDA LOKA,MILENE,vida loka,,VIDA LOKA,T-304.714.866-9,milene,t-304.714.866-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OI,BANDA SILVIO SANTOS,oi,,OI,,banda silvio santos,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERMELHO,NATASCHA PIVA/GIL FERRAZ/LUZ,vermelho,,VERMELHO,T-313.315.106-7,natascha piva/gil ferraz/luz,t-313.315.106-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FICA,LEANDRO LOURENÇO SALERNO,fica,,FICA,,leandro lourenco salerno,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,LEANDRO LOURENÇO SALERNO,verdade,,VERDADE,T-302.003.913-4,leandro lourenco salerno,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAGALUMES,LEANDRO LOURENÇO SALERNO,vagalumes,,VAGALUMES,T-932.504.060-6,leandro lourenco salerno,t-932.504.060-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,,luan santana,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,LUAN SANTANA,morena,,MORENA,T-312.550.698-7,luan santana,t-312.550.698-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
TETO DE VIDRO,BANDA SILVIO SANTOS,teto de vidro,,TETO DE VIDRO,T-321.537.364-7,banda silvio santos,t-321.537.364-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VAMOS FUGIR,BANDA SILVIO SANTOS,vamos fugir,,VAMOS FUGIR,T-305.415.581-2,banda silvio santos,t-305.415.581-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ERA UMA VEZ,KELL SMITH,era uma vez,,ERA UMA VEZ,,kell smith,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-315.799.145-8,iza,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-316.180.981-6,iza,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,IZA,brisa,,BRISA,T-326.766.166-1,iza,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,NATASCHA PIVA,verdade,,VERDADE,T-302.003.913-4,natascha piva,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SENTADAO,PSIRICO,sentadao,,SENTADÃO,T-303.014.916-3,psirico,t-303.014.916-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SENTADAO,PSIRICO,sentadao,,SENTADÃO,T-304.715.440-1,psirico,t-304.715.440-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SENTADAO,PSIRICO,sentadao,,SENTADÃO,T-325.955.974-1,psirico,t-325.955.974-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,IZA VICTÓRIA,girassol,,GIRASSOL,T-335.572.256-0,iza victoria,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BALMAIN,MC DANIEL,balmain,,BALMAIN,,mc daniel,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,LEANDRO LOURENÇO SALERNO,primavera,,PRIMAVERA,T-330.191.323-1,leandro lourenco salerno,t-330.191.323-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,LEANDRO LOURENÇO SALERNO,primavera,,PRIMAVERA,T-040.160.962-8,leandro lourenco salerno,t-040.160.962-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ANOITECEU,JEITO MOLEQUE/LUCAS MORATO/MR. DAN/PÉRICLES/SAMBÔ/THIAGUINHO,anoiteceu,,ANOITECEU,T-311.955.867-3,jeito moleque/lucas morato/mr. dan/pericles/sambo/thiaguinho,t-311.955.867-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ANOITECEU,CIRCO DO TIRULIPA,anoiteceu,,ANOITECEU,T-311.955.867-3,circo do tirulipa,t-311.955.867-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,PRISCILLA,girassol,,GIRASSOL,T-335.572.256-0,priscilla,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GIRASSOL,TIAGO BARNABÉ,girassol,,GIRASSOL,T-335.572.256-0,tiago barnabe,t-335.572.256-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PAPI,JENNIFER LOPEZ,papi,,PAPI,T-300.970.750-6,jennifer lopez,t-300.970.750-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PAPI,JENNIFER LOPEZ,papi,,PAPI,,jennifer lopez,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SOU EU,TRAIA VÉIA,sou eu,,SOU EU,T-042.615.532-9,traia veia,t-042.615.532-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SE FOI,BRUNINHO SCANDALLI,se foi,,SE FOI,T-039.497.697-6,bruninho scandalli,t-039.497.697-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MEIA NOITE,RAFAEL/CIDA,meia noite,,MEIA NOITE,T-305.213.991-6,rafael/cida,t-305.213.991-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MEIA NOITE,RAFAEL/CIDA,meia noite,,MEIA NOITE,,rafael/cida,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ISRAEL,ULTRAJE A RIGOR,israel,,ISRAEL,T-333.176.563-6,ultraje a rigor,t-333.176.563-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-315.799.145-8,luz/ natascha piva/ gil ferraz,t-315.799.145-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-316.180.981-6,luz/ natascha piva/ gil ferraz,t-316.180.981-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BRISA,LUZ/ NATASCHA PIVA/ GIL FERRAZ,brisa,,BRISA,T-326.766.166-1,luz/ natascha piva/ gil ferraz,t-326.766.166-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
IDENTIDADE,LEANDRO LOURENÇO SALERNO,identidade,,IDENTIDADE,T-039.497.763-9,leandro lourenco salerno,t-039.497.763-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OUTDOOR,BANDA SILVIO SANTOS,outdoor,,OUTDOOR,T-301.719.331-2,banda silvio santos,t-301.719.331-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,T-306.509.964-7,leandro lourenco salerno,t-306.509.964-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,T-039.751.632-3,leandro lourenco salerno,t-039.751.632-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,,leandro lourenco salerno,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SAUDADE,LEANDRO LOURENÇO SALERNO,saudade,,SAUDADE,T-305.264.938-0,leandro lourenco salerno,t-305.264.938-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OI,LEANDRO LOURENÇO SALERNO,oi,,OI,,leandro lourenco salerno,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MAGICA,GUGO E GUILHERME,magica,,MÁGICA,T-307.416.503-6,gugo e guilherme,t-307.416.503-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,RAFINHA/BALLET,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,rafinha/ballet,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PARA QUE TÁ FEIO,KAMISA10,para que ta feio,,PARA QUE TÁ FEIO,T-303.766.127-7,kamisa10,t-303.766.127-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,TIM MAIA,primavera,,PRIMAVERA,T-330.191.323-1,tim maia,t-330.191.323-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PRIMAVERA,TIM MAIA,primavera,,PRIMAVERA,T-040.160.962-8,tim maia,t-040.160.962-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ALMA,ZELIA DUNCAN,alma,,ALMA,T-300.966.231-7,zelia duncan,t-300.966.231-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
BEIJINHO NO OMBRO,LUZ/NATASHA PIVA/GIL,beijinho no ombro,,BEIJINHO NO OMBRO,T-311.569.064-3,luz/natasha piva/gil,t-311.569.064-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,LUCAS GUEDEZ,malvada,,MALVADA,T-303.019.880-8,lucas guedez,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,LUCAS GUEDEZ,malvada,,MALVADA,,lucas guedez,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
HEY JOE,JIMMI HENDRIX,hey joe,,HEY JOE,T-310.669.168-9,jimmi hendrix,t-310.669.168-9,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
GOLD,STEPHANIE KIARA,gold,,GOLD,T-327.329.924-0,stephanie kiara,t-327.329.924-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,CLAYTON E ROMÁRIO,morena,,MORENA,,clayton e romario,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MORENA,CLAYTON E ROMÁRIO,morena,,MORENA,T-312.550.698-7,clayton e romario,t-312.550.698-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CHOCOLATE,ANGÉLICA,chocolate,,CHOCOLATE,T-322.528.891-1,angelica,t-322.528.891-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,ZÉ FELIPE,malvada,,MALVADA,T-303.019.880-8,ze felipe,t-303.019.880-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MALVADA,ZÉ FELIPE,malvada,,MALVADA,,ze felipe,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DEJA VU,LUAN SANTANA,deja vu,,DÉJÀ VU,T-308.187.765-4,luan santana,t-308.187.765-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CHOCOLATE,TIM MAIA,chocolate,,CHOCOLATE,T-322.528.891-1,tim maia,t-322.528.891-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,SAKAMOTO,macetando,,MACETANDO,T-318.000.000-0,sakamoto,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
O MELHOR PRA MIM,ELI SOARES,o melhor pra mim,,O MELHOR PRA MIM,T-210.150.213-7,eli soares,t-210.150.213-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
FLUTUANDO,ZERO61,flutuando,,FLUTUANDO,T-040.076.549-2,zero61,t-040.076.549-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,IVETE,macetando,,MACETANDO,T-318.000.000-0,ivete,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,DANIEL LEVI,macetando,,MACETANDO,T-318.000.000-0,daniel levi,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,VICTOR SARRO,macetando,,MACETANDO,T-318.000.000-0,victor sarro,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,LUZ/NATASCHA PIVA/GIL FERRAZ,macetando,,MACETANDO,T-318.000.000-0,luz/natascha piva/gil ferraz,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
OI,NOVA BANDA DO RATINHO,oi,,OI,,nova banda do ratinho,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERMELHO,LUZ/GIL FERRAZ/NATASHA PAIVA,vermelho,,VERMELHO,T-313.315.106-7,luz/gil ferraz/natasha paiva,t-313.315.106-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
MACETANDO,IVETE SANGALO,macetando,,MACETANDO,T-318.000.000-0,ivete sangalo,t-318.000.000-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
VERDADE,ZECA PAGODINHO,verdade,,VERDADE,T-302.003.913-4,zeca pagodinho,t-302.003.913-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SÓ VOCÊ,BANDA SILVIO SANTOS,so voce,,SO VOCE,T-039.310.698-3,banda silvio santos,t-039.310.698-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
LUA,PATRICIA/ BALÉ PSS,lua,,LUA,,patricia/ bale pss,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ME CHAMA,LEANDRO LOURENÇO SALERNO,me chama,,ME CHAMA,T-311.953.645-3,leandro lourenco salerno,t-311.953.645-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PERIGO,LEANDRO LOURENÇO SALERNO,perigo,,PERIGO,T-301.572.557-8,leandro lourenco salerno,t-301.572.557-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
PERIGO,LEANDRO LOURENÇO SALERNO,perigo,,PERIGO,T-302.809.006-0,leandro lourenco salerno,t-302.809.006-0,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SE JOGA,NALDO BENNY,se joga,,SE JOGA,T-931.480.187-1,naldo benny,t-931.480.187-1,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
O MELHOR PRA MIM,ED CARLOS,o melhor pra mim,,O MELHOR PRA MIM,T-210.150.213-7,ed carlos,t-210.150.213-7,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
DIANA,ANTONIA,diana,,DIANA,,antonia,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
LIVRE,WANESSA CAMARGO,livre,,LIVRE,T-039.781.844-8,wanessa camargo,t-039.781.844-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
LEVE,WANESSA CAMARGO E SANDY,leve,,LEVE,T-315.958.048-6,wanessa camargo e sandy,t-315.958.048-6,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
LEVE,WANESSA CAMARGO E SANDY,leve,,LEVE,,wanessa camargo e sandy,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
LEVE,WANESSA CAMARGO E SANDY,leve,,LEVE,T-335.482.970-8,wanessa camargo e sandy,t-335.482.970-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ALELUIA,MIGUEL SOUZA,aleluia,,ALELUIA,,miguel souza,,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
CONVITE,MARVVILA,convite,,CONVITE,T-303.015.344-3,marvvila,t-303.015.344-3,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
SINAIS,SORRISO MAROTO,sinais,,SINAIS,T-039.662.232-4,sorriso maroto,t-039.662.232-4,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
ELA,SORRISO MAROTO,ela,,ELA,T-322.696.235-8,sorriso maroto,t-322.696.235-8,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
NA NA NA,COVER NOW UNITED,na na na,,NA NA NA,T-039.747.250-2,cover now united,t-039.747.250-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
NA NA NA,AUDITORIO,na na na,,NA NA NA,T-039.747.250-2,auditorio,t-039.747.250-2,SBT Unificado  nov dez 23 e jan fev mar 24,SBT Unificado  nov dez 23 e jan fev mar 24.xlsx
